Line id,Arabic text,Translation
,وَأَنْتَ الظَّاهِرُ لِكُلِّ شَيْءٍ,And You are the Manifest to everything
,يَا مَنِ اسْتَوىٰ بِرَحْمَانِيَّتِهِ,O He who has established Himself by His mercy
,فَصَارَ الْعَرْشُ غَيْبًا فِيْ ذَاتِهِ,So the Throne became hidden in His essence
,مَحَقْتَ الْآثَارَ بِالْآثَارِ,You have effaced the traces with the traces
,وَمَحَوْتَ الْأَغْيَارَ بِمُحِيطَاتِ أَفْلاَكِ الْأَنْوَارِ,And erased the others by the encompassing orbits of light
,يَا مَنِ احْتَجَبَ فِيْ سُرَادِقَاتِ عَرْشِهِ,O He who has veiled Himself in the pavilions of His throne
,عَنْ أَنْ تُدْرِكَهُ الْأَبْصَارُ,From being perceived by sight
,يَا مَنْ تَجَلَّىٰ بِكَمَالِ بَهَائِهِ,O He who has manifested Himself by the perfection of His splendor
,فَتَحَقَّقَتْ عَظَمَتُهُ مِنَ الْإِسْتِوَاءِ,So His greatness was realized through His establishing Himself
,كَيْفَ تَخْفىٰ وَأَنْتَ الظَّاهِرُ,How could You be hidden when You are the Manifest?
,أَمْ كَيْفَ تَغِيبُ وَأَنْتَ الرَّقِيبُ الْحَاضِرُ,Or how could You be absent when You are the Ever-Present Watcher?
,إِنَّكَ عَلَى كُلِّ شَيْءٍ قَدِيرٌ,"Indeed, You have power over all things"
,وَالْحَمْدُ لِلّٰهِ وَحْدَهُ,And all praise belongs to Allah alone
